Category,Link,Title,Abstract
Agriculture,https://www.insee.fr/fr/statistiques/4624926,Le compte de l’agriculture pour 2019,"En 2019, la production agricole en valeur diminue de 1,6 %. Cette baisse provient de la production végétale, pénalisée par le fort recul de celle de vin (– 15,8 %). Dans le même temps, la hausse des volumes de céréales compense à peine la baisse de leurs prix. En revanche, la valeur de la production animale croît, sous l’effet de la très forte hausse des prix mondiaux du porc.En parallèle, les charges des agriculteurs augmentent (+ 1,2 %), du fait d’une hausse des prix des intrants, malgré une légère baisse de leurs volumes. Dès lors, sous l’effet conjugué du recul de la production et de cet accroissement des charges, la valeur ajoutée de la branche agricole se replie. L’emploi agricole continue par ailleurs à décroître. Au total, d’après les estimations du compte provisoire de l’agriculture, la valeur ajoutée brute au coût des facteurs par actif diminuerait de 4,3 % en 2019 en termes réels, après une hausse de 10,6 % en 2018."
Agriculture,https://www.insee.fr/fr/statistiques/4267450,Le compte prévisionnel de l’agriculture pour 2019,"En 2019, la production agricole en valeur diminue de 2,0 %. Cette baisse provient de la production végétale, pénalisée par le fort recul de celle de vin (– 13,7 %). Dans le même temps, la hausse des volumes de céréales compense à peine la baisse de leurs prix. En revanche, la valeur de la production animale croît, sous l’effet de la très forte hausse des prix mondiaux du porc.Dans le même temps, les charges des agriculteurs augmentent modérément (+ 0,7 %), du fait d’une légère baisse des volumes et d’une faible hausse des prix des intrants. Dès lors, la baisse de la production conjuguée à cet accroissement des charges entraîne une nette diminution de la valeur ajoutée de la branche agricole. L’emploi agricole continue par ailleurs à décroître. Au total, d’après les estimations du compte prévisionnel de l’agriculture, la valeur ajoutée brute au coût des facteurs par actif diminuerait de 5,9 % en 2019 en termes réels, après une hausse de 7,0 % en 2018."
Agriculture,https://www.insee.fr/fr/statistiques/4185625,L'agriculture en 2018,"En 2018, la production agricole en valeur progresse de 5,7 % et dépasse les niveaux antérieurs à la forte baisse de 2016. La production végétale rebondit nettement grâce à la hausse conjuguée du volume de vin (+ 28,7 %) et des prix des céréales et des pommes de terre. En revanche, la valeur de la production animale fléchit sous l’effet de la chute des prix du porc.En parallèle, après quatre années de baisse, les charges des agriculteurs repartent à la hausse (+ 2,1 %), du fait de la remontée des prix de l’énergie. Toutefois, comme elles s’accroissent moins que la production, la valeur ajoutée de la branche agricole augmente nettement. L’emploi agricole continue par ailleurs à décroître. Au total, la valeur ajoutée brute au coût des facteurs par actif augmente de 7,0 % en 2018 en termes réels, après + 11,6 % en 2017. Le solde des échanges extérieurs de produits agricoles se redresse, porté par les ventes de céréales."
Agriculture,https://www.insee.fr/fr/statistiques/3678723,Le compte prévisionnel de l’agriculture pour 2018,"En 2018, la production agricole en valeur progresse de 4,7 % et retrouve les niveaux antérieurs à la forte baisse de 2016. La production végétale rebondit nettement grâce à la hausse conjuguée du volume de vin (+ 28,5 %) et des prix des céréales, des légumes et des pommes de terre, dont les volumes baissent. À l’inverse, la valeur de la production animale décroît, sous l’effet de la chute des prix du porc.En parallèle, après quatre années de baisse, les charges des agriculteurs repartent à la hausse (+ 1,7 %), du fait de la remontée des prix de l’énergie. Comme elles s’accroissent moins que la production, la valeur ajoutée de la branche agricole progresserait nettement. L’emploi agricole continue par ailleurs à décroître. Au total, d’après les estimations du compte prévisionnel de l’agriculture, la valeur ajoutée brute au coût des facteurs par actif augmenterait de 6,7 % en 2018 en termes réels, après une hausse de 8,6 % en 2017."
Agriculture,https://www.insee.fr/fr/statistiques/3579442,L’agriculture française en Europe de 2000 à 2015,"La France est le premier pays producteur agricole de l’Union européenne, à la fois pour les produits végétaux et les produits animaux.Depuis le début des années 2000, la concurrence s’accroît, notamment avec l’entrée de nouveaux membres dans l’Union, et les anciens États membres tendent à spécialiser de plus en plus leurs productions.Au sein des productions végétales, la France conforte sa position dans les céréales, mais perd du terrain sur certaines productions emblématiques telles que le vin et les plantes industrielles. L’érosion est encore plus nette sur les productions animales. La France reste le premier producteur européen de bétail et de volailles, mais est désormais talonnée, suivant les produits, par l’Allemagne, le Royaume-Uni, la Pologne ou l’Espagne."
Agriculture,https://www.insee.fr/fr/statistiques/3579056,L’agriculture en 2017,"En 2017, la valeur de la production agricole se redresse (+ 3,2 %), du fait des volumes produits, sans compenser la chute de 2016 (– 6,4 %). Celle de la production végétale augmente de 1,9 % : la forte remontée des volumes est en partie neutralisée par la baisse des prix. En revanche, la valeur de la production animale s’accroît nettement : les volumes poursuivent leur repli, mais les prix, notamment du lait, se redressent fortement.Les charges des agriculteurs se réduisent pour la quatrième année consécutive. Cette évolution favorable vient s’ajouter à la hausse de la valeur de la production. Par conséquent, la valeur ajoutée de la branche agricole se raffermit nettement. Ainsi, après prise en compte des subventions d’exploitation et déduction des impôts sur la production, la valeur ajoutée brute au coût des facteurs augmente de 8,2 % après une baisse de 9,0 % en 2016. L’emploi agricole continue par ailleurs à décroître. Le solde des échanges extérieurs de produits agricoles se réduit. La contre-performance à l’exportation s’explique par la mauvaise récolte de céréales de 2016."
Agriculture,https://www.insee.fr/fr/statistiques/2891247,L’agriculture en 2016,"En 2016, la valeur de la production agricole se réduit nettement : la chute des volumes s’accompagne d’une baisse des prix.La valeur de la production végétale fléchit fortement (– 8,7 %), dominée par le repli des volumes (– 8,9 %). En revanche, le recul de la production animale (– 4,3 % en valeur) est principalement dû à celui des prix (– 3,4 %). Dans le même temps, les charges des agriculteurs diminuent, et ce pour tous les principaux postes. Leur baisse ne suffit toutefois pas à compenser celle de la production. Par conséquent, la valeur ajoutée de la branche agricole recule nettement. L’emploi agricole continue par ailleurs à décroître. Au total, la valeur ajoutée brute au coût des facteurs par actif se replie de 8,4 % en termes réels."
Agriculture,https://www.insee.fr/fr/statistiques/2525403,Les comptes prévisionnels de l’agriculture pour 2016,"En 2016, la valeur de la production agricole, y compris subventions, recule fortement : la chute des volumes s’accompagne d’une baisse des prix. Pour la production végétale, cette perte de valeur est surtout due au repli des volumes, notamment celui des céréales (– 23,9 %) et, dans une moindre mesure, celui du vin (– 9,0 %) ; pour les céréales, dans un contexte de récoltes mondiales abondantes, le prix aussi décroît nettement (– 9,2 %). Pour la production animale, le repli est principalement dû à celui des prix, en particulier celui du lait (– 7,0 %).Dans le même temps, les charges des agriculteurs se réduisent pour la troisième année consécutive. Toutefois, ce fléchissement ne compense pas celui de la valeur de la production. Par conséquent, la valeur ajoutée de la branche agricole diminue nettement. L’emploi agricole continue par ailleurs à décroître. Au total, d’après les estimations du compte prévisionnel de l’agriculture, la valeur ajoutée brute au coût des facteurs par actif reculerait de 10,9 % en 2016."
Agriculture,https://www.insee.fr/fr/statistiques/2019046,L’agriculture en 2015,"En 2015, la valeur de la production agricole, y compris subventions, se stabilise : la hausse des prix compense le repli des volumes. Les productions végétales et animales évoluent en sens inverse. La valeur de la production végétale augmente (+ 2,5 %), malgré le recul des volumes, tirée par un fort redressement des prix. En revanche, celle de la production animale se réduit (- 4,2 %) : la bonne tenue des volumes ne suffit pas à neutraliser la chute des prix.Dans le même temps, les charges des agriculteurs diminuent, principalement en raison de la baisse du prix de l’énergie. Par conséquent, la valeur ajoutée de la branche agricole s’accroît. Les mesures d’aide mises en place pour faire face à une conjoncture particulière (crise de l’élevage et sécheresse de l’été) ainsi que la montée en charge du crédit d’impôt pour la compétitivité et l’emploi expliquent la croissance des subventions d’exploitation. L’emploi agricole continue par ailleurs à décroître. Au total, la valeur ajoutée brute au coût des facteurs par actif progresse de 3,8 %."
Agriculture,https://www.insee.fr/fr/statistiques/1303998,Les comptes prévisionnels de l’agriculture pour 2015,"En 2015, la production agricole, y compris subventions, progresse en valeur de 0,5 % par rapport à 2014. Les prix des productions végétales augmentent de 7 % alors que ceux des productions animales se replient de 6 %. En particulier, le prix des fruits et légumes et celui des pommes de terre se redressent du fait des moindres récoltes, alors que ceux du lait, des veaux et des porcins diminuent sensiblement.Dans le même temps, les charges des agriculteurs se réduisent, principalement en raison de la baisse du prix de l’énergie. Ainsi, la valeur ajoutée de la branche agricole progresserait nettement. L’emploi agricole continuerait par ailleurs à décroître.D’après les estimations du compte prévisionnel de l’agriculture, le revenu des facteurs de la branche agricole par actif augmenterait de 8,8 % en termes réels en 2015, confortant la hausse de 2014. Avertissement : cette publication disponible sur Internet a été légèrement révisée en décembre 2015. Les données modifiées dans la figure 2 sont signalées par *."
Agriculture,https://www.insee.fr/fr/statistiques/1287840,L'agriculture en 2014 en France et en Europe,"En 2014, dans l'Union européenne à 28, la valeur de la production agricole diminue sensiblement, la hausse des volumes produits ne compensant pas la forte baisse des prix. La valeur des consommations intermédiaires décroît aussi avec le prix des intrants. Au total, le revenu des facteurs de la branche agricole par actif en termes réels fléchit légèrement ; son niveau est quasiment stable depuis 2011.En France, selon les données provisoires les plus récentes, ce revenu se redresse nettement (+ 10,5 %), après le fort recul de 2013. Cette progression provient essentiellement des productions de vin et de lait.L'excédent extérieur français en produits agroalimentaires se réduit, passant de 11,7 à 9,7 milliards d'euros."
Agriculture,https://www.insee.fr/fr/statistiques/1283672,Les comptes prévisionnels de l’agriculture pour 2014,"L’année agricole 2014 est marquée par une augmentation des volumes de production et une baisse des prix. Ces évolutions sont particulièrement fortes pour les grandes cultures et plus modérées pour le bétail. Seuls le lait et les vins bénéficient à la fois d’une hausse des volumes et des prix. Au total, la valeur de la production agricole, y compris subventions, diminue de 0,9 % par rapport à 2013.Dans le même temps, les charges des agriculteurs se réduisent davantage, principalement en raison de la baisse des prix de l’alimentation animale et des engrais. Ainsi, la valeur ajoutée de la branche agricole progresserait très légèrement. L’emploi agricole continuerait par ailleurs à décroître.D’après les estimations du compte prévisionnel de l’agriculture, le revenu des facteurs de la branche agricole par actif augmenterait de 1 % en termes réels en 2014, après une forte baisse en 2013 et trois années à des niveaux records. Cette évolution masque de grandes disparités selon les orientations des exploitations."
Agriculture,https://www.insee.fr/fr/statistiques/1281425,L’agriculture en 2013 en France et en Europe,"En 2013, dans l’Union européenne à 28, la valeur de la production agricole est quasi stable, la hausse des volumes produits compensant la baisse des prix. Comme la valeur des consommations intermédiaires augmente, le revenu des facteurs de la branche agricole par actif en termes réels diminue (− 1,3 % en moyenne), après une stagnation en 2012.En France, selon les données provisoires les plus récentes, ce revenu, après trois années de croissance, est en forte baisse (− 19,8 %) en raison de la chute des prix des grandes cultures et de la hausse des prix des consommations intermédiaires.L’excédent extérieur français en produits agroalimentaires (y compris le négoce international) progresse légèrement, à 11,7 milliards d’euros."
Agriculture,https://www.insee.fr/fr/statistiques/1281394,Les comptes prévisionnels de l’agriculture pour 2013,"L’année agricole 2013 est marquée, après la flambée de 2012, par une forte baisse des prix des céréales, oléagineux, protéagineux et pommes de terre, ainsi que de ceux des œufs. Les volumes sont globalement stables, ils se réduisent nettement pour le colza et le blé dur tandis qu’ils progressent fortement pour les œufs. Au total, la valeur de la production agricole, y compris subventions, diminue de 3,7 % par rapport à 2012.Parallèlement, les charges des agriculteurs augmentent à nouveau, principalement en raison du renchérissement de l’alimentation animale et de la progression des quantités d’engrais utilisées. Après trois années de hausse, le résultat de la branche agriculture régresserait globalement. L’emploi agricole continuerait par ailleurs à décroître.D’après les estimations du compte prévisionnel de l’agriculture, le résultat agricole net (ou valeur ajoutée nette au coût des facteurs) par actif se réduirait de 16 % en termes réels en 2013, après trois années de croissance. Cette évolution résulte de grandes disparités selon les orientations des exploitations."
Agriculture,https://www.insee.fr/fr/statistiques/1281330,L’agriculture en 2012 en France et en Europe,"En 2012, en France comme dans l’Union européenne à 27, la valeur de la production agricole s’accroît sous l’effet de la hausse des prix, notamment des grandes cultures et des produits animaux, à l’exception du lait. Comme le prix des consommations intermédiaires augmente également, le résultat net de la branche agricole par actif en termes réels stagne, en moyenne, dans l’Union européenne, après deux années de progression.En France, toutefois, selon les données provisoires les plus récentes, ce résultat continue à croître (+ 5,4 %), après la hausse de 2011 et surtout de 2010. Depuis 2005, il fluctue fortement. Sur la période 2005-2012, sa progression globale dépasse très légèrement la moyenne européenne.L’excédent extérieur français en produits agroalimentaires est stable, autour de 11 milliards d’euros."
Agriculture,https://www.insee.fr/fr/statistiques/1280892,Les comptes prévisionnels de l’agriculture pour 2012,"L’année agricole 2012 est marquée par l’abondance de la récolte de céréales et le fort accroissement de leur prix. Les volumes des autres productions végétales et des productions animales se réduisent ; leurs prix se redressent, à l’exception du prix du lait. Au total, la valeur de la production agricole, y compris subventions, augmente de 5 % par rapport à 2011.Parallèlement, les charges des agriculteurs augmentent à nouveau, en raison de l’envolée des prix du gazole et de l’alimentation animale. Comme en 2011, le résultat de la branche agricole progresserait globalement. L’emploi agricole continue par ailleurs à décroître.D’après les estimations du compte prévisionnel de l’agriculture, le résultat agricole net (ou valeur ajoutée nette au coût des facteurs) par actif progresserait de 4 % en termes réels en 2012 et atteindrait un niveau supérieur aux pics précédents. Cette évolution résulte de grandes disparités individuelles."
Agriculture,https://www.insee.fr/fr/statistiques/1281316,L'agriculture en 2011 en France et en Europe,"En 2011, en France comme dans l'Union européenne à 27, la valeur de la production agricole s'accroît en raison principalement de la hausse des prix, notamment des produits animaux et des vins. Même si le prix des consommations intermédiaires augmente de façon un peu plus prononcée, les revenus agricoles restent en hausse, après une année 2010 qui rattrapait deux années de net recul.Ainsi, en France, selon les données provisoires les plus récentes, le résultat agricole net par actif augmente (+ 5,1 % en termes réels) après le redressement de 2010 (+ 39,0 %). Depuis 2006, il fluctue fortement. Sur ces dernières années, sa progression globale est supérieure à la moyenne des pays européens.L'excédent du commerce extérieur progresse à nouveau pour les produits agricoles, en raison de la hausse des prix."
Agriculture,https://www.insee.fr/fr/statistiques/1281269,Les comptes prévisionnels de l’agriculture pour 2011,"L’année agricole 2011 est marquée par le redressement des prix des productions animales. Les prix des productions végétales se stabilisent. La valeur de la production agricole, y compris les subventions, augmente de 5 % par rapport à 2010.Cependant, les charges des agriculteurs s’accroissent fortement en raison de l’envolée des prix de l’alimentation animale, des engrais et du fioul. Globalement, le revenu de la branche agricole fléchirait après s’être vivement redressé en 2010. L’emploi agricole continue par ailleurs à décroître.Au total, d’après les estimations du compte prévisionnel de l’agriculture, le résultat agricole net (ou valeur ajoutée nette au coût des facteurs) par actif se réduirait de 3 % en termes réels en 2011."
Agriculture,https://www.insee.fr/fr/statistiques/1281239,L’emploi salarié dans le secteur agricole :,"En 2009, le secteur agricole (exploitations agricoles et entreprises de services associées) mobilise en moyenne 300 000 contrats salariés par jour (et un peu moins de salariés, certains cumulant plusieurs contrats en même temps). Plus du tiers des contrats sont saisonniers et un contrat non saisonnier sur cinq est un CDD. Le nombre moyen de CDD saisonniers augmente par rapport à 2002, à l’inverse des CDI. La viticulture et la culture de céréales représentent 43 % des contrats agricoles en 2009, saisonniers ou non. La culture de fruits recrute davantage sur contrats saisonniers que les autres spécialisations.Pour les contrats de salariés non cadres travaillant à temps complet, la moitié des CDI sont rémunérés au moins 10,70 euros de l’heure contre au moins 9,90 euros de l’heure pour la moitié des CDD (saisonniers ou non). Parmi les personnes ayant signé en 2007 un CDD agricole non saisonnier, seules un tiers sont encore salariées du secteur en 2009 ; cette proportion s’élève à près de 60 % pour les signataires de CDI. Quant aux signataires de contrats saisonniers, seuls la moitié travaillent de nouveau dans le secteur en 2008 et près de 40 % en 2009."
Agriculture,https://www.insee.fr/fr/statistiques/1281022,L’agriculture en 2010 en France et en Europe,"En 2010, en France comme dans l’Union européenne à 27, la valeur de la production agricole s’accroît en raison de la hausse des prix, notamment des céréales. Comme, de plus, le prix des consommations intermédiaires diminue, les revenus agricoles se redressent fortement après deux années de recul.Ainsi, en France, selon les données provisoires les plus récentes, la valeur ajoutée nette au coût des facteurs (ou résultat agricole net) par actif augmente (+ 37,2 % en termes réels) après deux années de fort repli. Depuis 2006, elle fluctue fortement. Sur les dix dernières années, sa progression globale est inférieure à la moyenne des pays européens. Elle est notamment plus faible qu’en Allemagne.L’excédent du commerce extérieur se redresse pour les produits agricoles, après la baisse particulièrement marquée de 2009 (et sans précédent depuis 2001)."
Agriculture,https://www.insee.fr/fr/statistiques/8303638,Le compte prévisionnel de l’agriculture en 2024,"En 2024, d’après les estimations du compte prévisionnel de l’agriculture, la production agricole baisserait de 7,5 % en euros courants : la retombée des prix s’accompagnerait d’une réduction en volume.La production végétale baisserait de 6,8 % en volume ; des conditions météorologiques défavorables ont particulièrement affecté la production de vin et celle des grandes cultures. Les prix reculeraient pareillement de 6,8 %, conduisant à une baisse exceptionnelle de 13,1 % en valeur. La production animale fléchirait de 1,4 % en valeur. Après une forte élévation les années précédentes, les prix seraient désormais en recul (-2,3 %), faisant plus que compenser un très léger rebond des volumes (+0,9 %).Les consommations intermédiaires baisseraient de 8,0 % en valeur. La diminution désormais sensible de leur prix permettrait leur reprise en volume. Comme l’année précédente, la valeur ajoutée de la branche agricole serait en diminution : la production se replie davantage que les consommations intermédiaires. Au total, la valeur ajoutée brute au coût des facteurs par actif en termes réels diminuerait de 7,7 % en 2024 après une baisse de 9,6 % en 2023. Elle avait progressé de 8,7 % en 2021 puis de 14,4 % en 2022."
Agriculture,https://www.insee.fr/fr/statistiques/1281183,Les comptes prévisionnels de la branche agriculture pour 2010,"L’année agricole 2010 est marquée par la baisse des récoltes de céréales et d’oléagineux et la forte remontée de leurs prix après une chute en 2008 et 2009. Le prix du lait se redresse également. La valeur de la production de la branche agricole, y compris subventions sur les produits, s’accroît de 4 % par rapport à 2009.Les charges diminuent en raison de la baisse du prix des engrais et de la réduction du volume de produits phytosanitaires. Globalement, les résultats de la branche agricole se redressent nettement, après avoir fortement régressé en 2008 et 2009.L’emploi agricole continue à décroître. Ainsi, d’après les estimations du compte prévisionnel de l’agriculture, le résultat net par actif de la branche agricole augmenterait de 31 % en termes réels en 2010 et le revenu net d’entreprise agricole par actif non salarié reviendrait ainsi au niveau de la fin des années 1990."
